RCB,vs,KXIP
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.6,6,"Sharma to de Villiers, SIX, one more that sails over the roof. De Villiers anticipates that the bowler would take it away from him, so he walks across early. Gets right on top of it and",Sharma,de Villiers
19.5,6,"Sharma to de Villiers, SIX, slower full ball, outside off, de Villiers comes charging down and lofts it over long-off. He had to make a late adjustment there. Came down the track, saw it was wider and then had to move across slightly to reach out",Sharma,de Villiers
19.4,0,"Sharma to de Villiers, no run, fullish, outside off, de Villiers throws his hands at it and gets a bottom edge back to the bowler. Nice bowling from Mohit, taking it away from the batsman",Sharma,de Villiers
19.3,1,"Sharma to Binny, 1 run, full, outside off, thumps it hard and drags it from outside off to long- on. Strike back with AB",Sharma,Binny
19.2,0,"Sharma to Binny, no run, short, caught in two minds is Binny. Wants to pull but the bounce is considerable and goes for a late upper-cut. Cannot make contact",Sharma,Binny
19.1,1,"Sharma to de Villiers, 1 run, slower full ball, finds the inside edge of de Villiers and Saha dives to his left. They get de Villiers off strike Mohit to bowl the final over, against a rampaging de Villiers AB de Villiers Sandeep Sharma STR Binny MM Sharma",Sharma,de Villiers
18.6,1,"Sandeep Sharma to de Villiers, 1 run, on a length, whipped away to deep midwicket for one. Swung hard but did not find the middle of the bat. He gets to keep strike for the last over,",Sandeep Sharma,de Villiers
18.5,0,"Sandeep Sharma to de Villiers, no run, fullish length, holding its line outside off, de Villiers swings mighty hard and does not make contact",Sandeep Sharma,de Villiers
18.5,1w,"Sandeep Sharma to de Villiers, 1 wide, and now he drags the length back. Tries to take it away from the batsman but drifts away a tad more than he would have liked. De Villiers reaches out but cannot make contact",Sandeep Sharma,de Villiers
18.4,6,"Sandeep Sharma to de Villiers, SIX, another full toss and it is dispatched. If he wants to bowl the yorker, he better get it right. De Villiers thumps it over deep midwicket. Not as big enough this time but it goes well into the crowd nonetheless",Sandeep Sharma,de Villiers
18.3,6,"Sandeep Sharma to de Villiers, SIX, first, there was one that smacked the roof. Now, one has sailed over it and out of the stadium. Biggest hit of the night. Walks across to this low full toss outside off and swings for the fences. Makes meaty connection, bang off the middle and out of here",Sandeep Sharma,de Villiers
18.2,4,"Sandeep Sharma to de Villiers, FOUR, how's that for placement. Wide outside off and he just opens the face of his bat to guide it wide of backward point. That was nearly a yorker but such is the class of this batsman",Sandeep Sharma,de Villiers
18.1,1,"Sandeep Sharma to Binny, 1 run, drives hard away from the body, gives too much power and gets an outside edge that files towards third man. But there is a fielder there and he gets AB de Villiers MM Sharma STR Binny MP Stoinis",Sandeep Sharma,Binny
17.6,0,"Sharma to de Villiers, no run, well-done. Full ball but slower from Mohit. De Villiers swings hard but too early and misses",Sharma,de Villiers
17.5,6,"Sharma to de Villiers, SIX, another yorker gone wrong. Full toss again, comes on at a nice height and de Villiers shovels it between wide long-on and deep midwicket. Flat six, that's just brute force",Sharma,de Villiers
17.4,2,"Sharma to de Villiers, 2 runs, short ball, does not really get on top of it but pulls anyway. Two fielders converge in front of the deep midwicket boundary but the ball bounces in front of them",Sharma,de Villiers
17.3,1,"Sharma to Binny, 1 run, attempts a yorker and offersup a low full toss on middle and leg, punched hard to the right of long-on but Miller runs across in a flash and gets down neatly to",Sharma,Binny
17.2,4,"Sharma to Binny, FOUR, that has been bludgeoned through extra cover. Overpitched, outside off, can't be bowling a half-volley at this stage of the innings. Binny crashes it off the front foot",Sharma,Binny
17.1,6,"Sharma to Binny, SIX, That is humongous. Binny this time. Fullish, seam-up on the stumps, Binny swings hard and lofts it over cow corner Mohit, third over for him. AB de Villiers MP Stoinis STR Binny VR Aaron",Sharma,Binny
16.6,6,"Stoinis to de Villiers, SIX, and the extra ball proves costly. This one's short and de Villiers lays into a pull shot, into the second-tier after it clears deep midwicket. Fifty for de Villiers",Stoinis,de Villiers
16.6,1w,"Stoinis to de Villiers, 1 wide, short ball, de Villiers lets it go after coming down the track. Called a wide and square leg umpire Anil Chaudhary signals a wide and one for the over",Stoinis,de Villiers
16.5,1,"Stoinis to Binny, 1 run, short of a length, tries to back away and pull off the hips, gets it just to the left of backward square leg who scampers across and stops it",Stoinis,Binny
16.4,1,"Stoinis to de Villiers, 1 run, shortish, gets on top of it and whips it away to deep midwicket for one",Stoinis,de Villiers
16.3,6,"Stoinis to de Villiers, SIX, what a shot! Thumps it muscularly over deep midwicket. On a length, on off, de Villiers smacks it bang off the middle of the bat",Stoinis,de Villiers
16.2,0,"Stoinis to de Villiers, no run, short of a length, closes the bat face early as he looks to flick and gets a leading edge back to the bowler. Think it was the off-cutter",Stoinis,de Villiers
16.1,1,"Stoinis to Binny, 1 run, back of a length, angling in, tucked off the pads to deep fine leg for one STR Binny VR Aaron AB de Villiers AR Patel",Stoinis,Binny
15.6,1lb,"Aaron to Binny, 1 leg bye, short of a length, walks across and tries to flick across the line, gets",Aaron,Binny
15.5,0,"Aaron to Binny, no run, tries to cut but it is not short enough and does not get up as much as he would have liked it to, beaten",Aaron,Binny
15.4,1,"Aaron to de Villiers, 1 run, turned away to deep midwicket. Two fielders converge and they keep it to one",Aaron,de Villiers
15.3,6,"Aaron to de Villiers, SIX, full, outside off, de Villiers backs away to give himself room and lofts it over mid-off. Clean and straight over the boundary",Aaron,de Villiers
15.2,1,"Aaron to Binny, 1 run, short of a length, gets on top of the bounce and opens the face of his bat to run it down to square third man for one",Aaron,Binny
15.1,0,"Aaron to Binny, no run, beats him with pace, 143kph, beats him on the pull. Stifled appeal for caught-behind but there was no under-edge, that clipped the back thigh AB de Villiers AR Patel STR Binny VR Aaron",Aaron,Binny
14.6,0,"Patel to de Villiers, no run, full, outside off, drives away from the body and gets an inside edge back to the bowler",Patel,de Villiers
14.5,1,"Patel to Binny, 1 run, back of a length, on middle and leg, whipped away from the crease between mid-on and midwicket",Patel,Binny
14.4,0,"Patel to Binny, no run, short of a length, punched crisply off the backfoot to mid-off",Patel,Binny
14.3,0,"Patel to Binny, no run, plays it off the front foot to the right of the bowler. Decides against the single",Patel,Binny
14.2,0,"Patel to Binny, no run,",Patel,Binny
14.1,0,"Patel to Binny, no run, comes down the track, it is sliding in with the arm. He misses the flick STR Binny VR Aaron AB de Villiers AR Patel",Patel,Binny
13.6,1,"Aaron to Binny, 1 run, full, on the pads, turns it away to deep backward square leg for one",Aaron,Binny
13.5,0,"Aaron to Binny, no run, short of a length, outside off, tries to open his bat face and gets an inside edge that misses the stumps and Saha dives to his left to stop it. Another great effort",Aaron,Binny
13.4,0,"Aaron to Binny, no run, fuller on off, opens the bat face and defends to point. No run there",Aaron,Binny
13.3,1,"Aaron to de Villiers, 1 run, pushes forward and knocks it to square third man off the outside part of the bat",Aaron,de Villiers
13.2,0,"Aaron to de Villiers, no run, short, wide, cut hard to covers",Aaron,de Villiers
13.1,W,"Aaron to Mandeep Singh, OUT, great catch by Saha. That is one of the best catches I have seen recently. Short ball, Mandeep tries to pull and gets a top-edge. Saha has to dart back all the way, almost runs three-fourths towards the boundary and in the last minute, he has to change direction, dives to his right, towards fine leg and takes it with both hands Mandeep Singh c †Saha b Aaron 28 (36m 34b 1x4 1x6) SR: 82.35 Mandeep Singh AR Patel AB de Villiers MP Stoinis",Aaron,Mandeep Singh,Saha
12.6,1,"Patel to Mandeep Singh, 1 run, shortish again, outside off, punched out to sweeper cover",Patel,Mandeep Singh
12.5,0,"Patel to Mandeep Singh, no run, short and wide, slapped hard but can't beat point",Patel,Mandeep Singh
12.4,0,"Patel to Mandeep Singh, no run, punched off the backfoot in front of point. Takes off for a single but is forced to go back. Close",Patel,Mandeep Singh
12.3,1,"Patel to de Villiers, 1 run, short of a length, backs away and punches it down to long-off",Patel,de Villiers
12.2,1,"Patel to Mandeep Singh, 1 run, width on offer, chases it away from the body and flays it out to sweeper cover",Patel,Mandeep Singh
12.1,0,"Patel to Mandeep Singh, no run, fullish, pushed back to the bowler Mandeep Singh MP Stoinis AB de Villiers AR Patel",Patel,Mandeep Singh
