RPS,vs,KXIP
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.6,1,"Sandeep Sharma to Tiwary, 1 run, yorker outside off stump, can only squeeze this down the ground to Maxwell at long-on, who is onto it quickly and throws it on the bounce to the keeper's end to keep it down to one",Sandeep Sharma,Tiwary
19.5,W,"Sandeep Sharma to Christian, OUT, oh good catch. This is overpitched at off stump, Christian will back himself to hit this out of the park any day. On this occassion, he gets the bottom of the bat. It loops in front of Maxwell at long-on, but he watches it closely and moves down with it to catch it inches off the floor DT Christian c Maxwell b Sandeep Sharma 17 (11m 8b 2x4 1x6) SR: 212.50",Sandeep Sharma,Christian,Maxwell
19.4,6,"Sandeep Sharma to Christian, SIX, ...and goes short. And wide. Outside off. Sits up for Christian who walks across ever so slightly and pulls this well in front of square and over the boundary goes over the wicket",Sandeep Sharma,Christian
19.3,4,"Sandeep Sharma to Christian, FOUR, more in the slot this time. Waiting for the low full toss at leg stump, gets it, lifts it over the keeper",Sandeep Sharma,Christian
19.2,4,"Sandeep Sharma to Christian, FOUR, nicely improvised. He wants to paddle, but this one is full and wide outside leg and he has to reach for it. Manages to do it, tickles it fine",Sandeep Sharma,Christian
19.1,1,"Sandeep Sharma to Tiwary, 1 run, yorker at leg stump from around the wicket, jammed out to deep midwicket MK Tiwary MM Sharma DT Christian AR Patel",Sandeep Sharma,Tiwary
18.6,1,"Sharma to Tiwary, 1 run, another back of the hand slower ball, tossed up full at off stump, this time he's through the sweep early and he gets it off the toe of the bat to long-on",Sharma,Tiwary
18.5,4,"Sharma to Tiwary, FOUR, no one is holding on to this though. Back of the hand slower ball, back of a length at middle stump, steps out and pulls it past Axar who can't get to it with a slide to his right at deep midwicket",Sharma,Tiwary
18.4,1,"Sharma to Christian, 1 run, slower ball, full at middle stump, gets low and sweeps this with good connection. It's dipping at Vohra at deep square leg but he keeps his eyes on the ball and holds on to it on the bounce while diving forward",Sharma,Christian
18.3,1,"Sharma to Tiwary, 1 run, bouncer at middle stump, jammed into the floor on the leg side with a hook",Sharma,Tiwary
18.2,6,"Sharma to Tiwary, SIX, top-class batting. Mohit misses the yorker marginally and he's nice and deep in the crease, waiting under this and unleashes a beautiful swing to lift it over long- on",Sharma,Tiwary
18.1,1,"Sharma to Christian, 1 run, low full toss at leg stump, punched strongly, straight to long-on MK Tiwary AR Patel DT Christian MM Sharma",Sharma,Christian
17.6,0,"Patel to Tiwary, no run, steps out, not to the pitch as. Throws his arms at this as it skids in towards him, no substantial connection, rolls feebly into the leg side and the bowler gets across",Patel,Tiwary
17.5,1,"Patel to Christian, 1 run, arm ball at middle stump, glanced to deep square",Patel,Christian
