DD,vs,RPS
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.6,6,"Stokes to Morris, SIX, wallops this several continents wide of leg side! Back of a length, angled in at middle stump. He stands tall and crashes this over the midwicket boundary to cap off one of the best cameos you will ever see.",Stokes,Morris
19.5,6,"Stokes to Morris, SIX, there's no Braithwaite, but that doesn't mean safety for Stokes. Overpitched at leg stump, maintains his shape and uses the pace to lift this gracefully over the square leg boundary",Stokes,Morris
19.4,4,"Stokes to Morris, FOUR, oh, take a bow Morris. This is a good ball - yorker down the leg side. He's backed away and tapped this past backward point who dives to his right but can't get to it",Stokes,Morris
19.3,2,"Stokes to Morris, 2 runs, full at leg stump, chips it in front of deep midwicket, who doesn't run in quickly enough coz he has lost it in the lights. Two runs as a result",Stokes,Morris
19.2,4,"Stokes to Morris, FOUR, slower ball, good length at the pads, waits and waits before lifting it past short fine leg",Stokes,Morris
19.1,1,"Stokes to Anderson, 1 run, full at off stump, gets it off the bottom as he tries to heave this over long-on, finds him on the bounce instead CH Morris A Zampa CJ Anderson AB Dinda",Stokes,Anderson
18.6,4,"Zampa to Morris, FOUR, this is fabulous from Morris. That is the best looking 16 off 4 you'll see. This is full outside off stump, he holds his shape and somehow mixes class with belligerence as he lifts it inside-out and finds the extra cover boundary on the bounce",Zampa,Morris
18.5,6,"Zampa to Morris, SIX, oh this is huge! Picks the slider that's coming in at leg stump, brings the full swing out and lifts it on the up over deep midwicket. 102 metres",Zampa,Morris
18.4,2,"Zampa to Morris, 2 runs, short outside off stump, chops this to sweeper cover's right",Zampa,Morris
18.3,4,"Zampa to Morris, FOUR, smart. Good length at off stump, backs away and slaps this inside- out over extra cover",Zampa,Morris
18.2,W,"Zampa to Samson, OUT, and he's gone next ball. Short ball at middle stump, keeps low and skids on to crash into middle-and-off as he goes for the pull SV Samson b Zampa 102 (82m 63b 8x4 5x6) SR: 161.90",Zampa,Samson
18.1,6,"Zampa to Samson, SIX, brings up his hundred with a six! Magnificent innings, great shot. This is tossed up at middle stump, clears the front leg, waits for it to land and lifts this straight and high over the bowler Zampa SV Samson AB Dinda CJ Anderson Imran Tahir",Zampa,Samson
17.6,1,"Dinda to Samson, 1 run, oh what a shot. But it's only one. This is back of a length at off stump, he punches this off the back foot, straight over the bowler, but long-off gets to it on the bounce",Dinda,Samson
17.5,4,"Dinda to Samson, FOUR, low full toss outside off stump, puts a stride across, watches it closely and paddles it nicely past short fine leg And this is highest score in all T20 cricket",Dinda,Samson
17.4,6,"Dinda to Samson, SIX, brilliant. Anticipates the bouncer, backs away to make room and nails the hook shot over the square leg boundary",Dinda,Samson
17.3,0,"Dinda to Samson, no run, well-directed bouncer, aimed at the throat, he sways away from it and lets it go",Dinda,Samson
17.2,2,"Dinda to Samson, 2 runs, overpitched at off stump, clears the front leg and hammers this past the bowler's face, but Chahar puts in a brilliant effort, sliding to his right at long-off, to keep it to two",Dinda,Samson
17.1,6,"Dinda to Samson, SIX, what a shot. Length ball at off stump, stands tall, uses his wrists to lift this on the up over the long-off boundary Dinda SV Samson Imran Tahir CJ Anderson BA Stokes",Dinda,Samson
16.6,1,"Imran Tahir to Samson, 1 run, full at leg stump, pushed to deep midwicket",Imran Tahir,Samson
16.5,2,"Imran Tahir to Samson, 2 runs, another slider, back of a length at off stump, opens the face and squeezes it past point on the up",Imran Tahir,Samson
16.4,6,"Imran Tahir to Samson, SIX, slider, full at the legs, he's composed and maintains his shape as he lifts this over deep midwicket",Imran Tahir,Samson
16.3,1,"Imran Tahir to Anderson, 1 run, googly, good length at off stump, leans in and pushes with soft hands to point",Imran Tahir,Anderson
16.3,1w,"Imran Tahir to Anderson, 1 wide, googly, good length, too wide outside off stump",Imran Tahir,Anderson
16.2,1,"Imran Tahir to Samson, 1 run, good length, slider at leg stump, pushed on the up to long-on",Imran Tahir,Samson
16.1,0,"Imran Tahir to Samson, no run, good length outside off, slams it on the up, straight back to the bowler on the bounce CJ Anderson BA Stokes SV Samson A Zampa",Imran Tahir,Samson
15.6,0,"Stokes to Anderson, no run, good length, angles in at off stump and straightens after pitching. Beats the outside edge",Stokes,Anderson
15.5,0,"Stokes to Anderson, no run, full at off stump, mistimed drive, straight to extra cover",Stokes,Anderson
15.4,1,"Stokes to Samson, 1 run, back of a length at off stump, nicely in control of this, slaps across the line off the middle of the bat, straight to deep square",Stokes,Samson
15.3,4,"Stokes to Samson, FOUR, short ball, angled in at the chest, just about gets up and shovels this wide of fine leg",Stokes,Samson
15.2,W,"Stokes to Pant, OUT, direct hit! Great fielding from Mayank Agarwal. This is in the blockhole, wide outside off stump. Pant squeezes it out to Mayank at point, and takes off for the run. But the pick-up-and-release is quick, and it's straight at the stumps. No need for the third umpire there, he was well short RR Pant run out 31 (30m 22b 1x4 2x6) SR: 140.90",Stokes,Pant
15.1,1,"Stokes to Samson, 1 run, good length, slower ball angled in at off stump, inside edge onto pad and straight to point SV Samson A Zampa RR Pant BA Stokes",Stokes,Samson
14.6,1,"Zampa to Samson, 1 run, good length at middle stump, pushed on the up to long-on",Zampa,Samson
14.5,6,"Zampa to Samson, SIX, gets it off the bottom of the bat, but over the long-off fielder. Only a moral victory for the bowler, who tosses it up at off stump and draws the hard, anxious hands of the batsman. He doesn't connect at all, but that's six",Zampa,Samson
14.4,0,"Zampa to Samson, no run, back of a length outside off, punched straight to extra cover off the back foot",Zampa,Samson
14.3,0,"Zampa to Samson, no run, low full toss, gets the bottom of the bat, straight to extra cover",Zampa,Samson
14.2,2,"Zampa to Samson, 2 runs, tossed up at off stump, driven inside-out, wide of long-off",Zampa,Samson
14.1,2,"Zampa to Samson, 2 runs, dropped short at middle stump, goes deep and punches this between deep midwicket and long-on RR Pant BA Stokes SV Samson Imran Tahir",Zampa,Samson
13.6,0,"Stokes to Pant, no run, in the blockhole outside off stump, jammed out to to extra cover",Stokes,Pant
13.5,1,"Stokes to Samson, 1 run, good length, angled in at off stump. Plays an unconvincing slog across the line and it loops and lands just in front of Rahane at long-on. But that is fifty for Samson.",Stokes,Samson
13.4,0,"Stokes to Samson, no run, good length outside off stump, drives on the up and finds point",Stokes,Samson
13.3,1,"Stokes to Pant, 1 run, slower ball, good length at middle stump, pushes to deep midwicket on the up",Stokes,Pant
13.2,1,"Stokes to Samson, 1 run, back of a length, heavy ball gets him high on the bat as he goes for the pull. In the air briefly before rolling to long-on",Stokes,Samson
13.1,1,"Stokes to Pant, 1 run, full and angled down leg side, stays put and tickles this to fine leg where Dinda over runs, but gets down just in time to get his body behind it as he tumbles SV Samson Imran Tahir RR Pant R Bhatia",Stokes,Pant
12.6,0,"Imran Tahir to Samson, no run, full at off stump, stock ball this time, he finds extra cover once again with the push",Imran Tahir,Samson
12.5,0,"Imran Tahir to Samson, no run, googly, full outside off, leans in and drives to extra cover",Imran Tahir,Samson
12.4,1,"Imran Tahir to Pant, 1 run, good length, spinning in at off stump, pushed to deep midwicket",Imran Tahir,Pant
12.3,0,"Imran Tahir to Pant, no run, good length, googly, off stump, slides past the outside edge as he pokes at this",Imran Tahir,Pant
12.2,2,"Imran Tahir to Pant, 2 runs, googly, short and wide outside off, mistimes the cut shot but gets it past point and to sweeper's right",Imran Tahir,Pant
12.1,1,"Imran Tahir to Samson, 1 run, good length, slider angled in at leg stump, no feet, pushed on the up to long-on SV Samson R Bhatia RR Pant A Zampa",Imran Tahir,Samson
11.6,1,"Bhatia to Samson, 1 run, back of a length outside off stump, driven on the up, straight to Rahane at extra cover who misfields and gives away a run",Bhatia,Samson
11.5,1,"Bhatia to Pant, 1 run, full outside off, driven straight to extra cover",Bhatia,Pant
11.4,6,"Bhatia to Pant, SIX, this is full and slow outside off stump, reaches out for this and slaps across the line, flat and over the long-on boundary",Bhatia,Pant
11.3,1,"Bhatia to Samson, 1 run, leg cutter skids in and takes the inside edge onto pad, struck in front of the stumps, but umpire has seen bat",Bhatia,Samson
11.2,1,"Bhatia to Pant, 1 run, good length at off stump, fingers rolled on this one, he steps out and adjusts to drop this into the off side",Bhatia,Pant
11.1,6,"Bhatia to Pant, SIX, first six of the match. Overpitched at off stump, it's not his trademark slower ball either. Like a throwdown for Pant, who uses his bat swing to lift this over the sight screen RR Pant A Zampa SV Samson R Bhatia",Bhatia,Pant
10.6,1,"Zampa to Pant, 1 run, more wary of the spin this time, hangs back, waits for it spin into him from outside off and chops it to deep cover",Zampa,Pant
10.5,0,"Zampa to Pant, no run, wrong'un, good length, he doesn't pick it and swats across the line. This slides through and beats him",Zampa,Pant
10.4,4,"Zampa to Pant, FOUR, full at middle stump, hammered powerfully past the bowler, all along the ground, and long-on has no chance",Zampa,Pant
10.3,0,"Zampa to Pant, no run, googly, good length, spins away from off stump, pushed back to the bowler",Zampa,Pant
10.2,1,"Zampa to Samson, 1 run, good length at middle stump, miscues the sweep shot, under edge to deep square",Zampa,Samson
10.1,1,"Zampa to Pant, 1 run, tossed up at leg stump, drives it wide of deep midwicket SV Samson R Bhatia RR Pant Imran Tahir",Zampa,Pant
9.6,0,"Bhatia to Samson, no run, back of a length outside off, pokes at it, inside edge onto boot, lobs up for Dhoni who doesn't get a hand to it",Bhatia,Samson
9.5,1,"Bhatia to Pant, 1 run, slower ball, back of a length at off stump, chips it to find long-on",Bhatia,Pant
9.4,1,"Bhatia to Samson, 1 run, good length at middle stump, shoveled to deep midwicket on the up",Bhatia,Samson
9.3,1,"Bhatia to Pant, 1 run, off cutter, good length at off stump, but not spinning away quickly enough as he closes the faces and dabs it into the midwicket area",Bhatia,Pant
9.2,1,"Bhatia to Samson, 1 run, full at leg stump, driven to deep midwicket's left",Bhatia,Samson
9.1,1,"Bhatia to Pant, 1 run, dropped short at middle stump, it doesn't sit up, slides low but Pant is in control of the pull shot, finds long leg Bhatia RR Pant Imran Tahir SV Samson A Zampa Pant's scores when batting first last year - 4, 2, 4, 1",Bhatia,Pant
8.6,1,"Imran Tahir to Pant, 1 run, slider, good length, off stump, pushed on the up to deep midwicket",Imran Tahir,Pant
8.5,1,"Imran Tahir to Samson, 1 run, googly outside off stump at a length, picks it and pushes it to long-on off the front foot",Imran Tahir,Samson
8.4,1,"Imran Tahir to Pant, 1 run, good length at middle stump, waits for the turn, pushes to deep midwicket",Imran Tahir,Pant
8.3,1,"Imran Tahir to Samson, 1 run, good length at middle stump, goes deep in the crease and taps it to deep midwicket",Imran Tahir,Samson
